,Row.names,Kingdom,Phylum,Class,Order,Family,Genus,Species,rab.all,rab.win.female,rab.win.male,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH,Treatment,Group,Study,direct,id
550,d7a480ef3329cd35e94fd58956fa41e1,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,9.450036595,8.8434295,10.07185074,1.194112479,0.717476317,1.747254651,0.027291858,9.56097772617235e-05,0.026337965,0.00026031,0.040294162,treatment,EtOH-Syn-T1,Pizarro et al. 2021,Positive,EtOH-Syn-T1_Pizarro et al. 2021_Positive
487,00a7b0037094adc4a8f638508824284b,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA,9.29961313,7.694100899,9.776232281,2.097968636,0.660778265,3.314443172,0.000137056,8.94939618726123e-07,0.000638105,0,0,treatment,EtOH-T1,Pizarro et al. 2021,Positive,EtOH-T1_Pizarro et al. 2021_Positive
490,4908017090823380efa89d3e236c811e,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,7.344056549,8.279238362,6.513730019,-1.707560398,0.995396563,-1.663623437,0.025342652,0.000214404,0.031791983,0.000191751,0.030243186,treatment,EtOH-T1,Pizarro et al. 2021,Negative,EtOH-T1_Pizarro et al. 2021_Negative
496,da6a820d6236082bbee9da8395ecc162,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,7.822428657,9.697033081,6.384152188,-3.422234309,1.77821943,-1.822894367,0.001972734,4.01802760020777e-05,0.013481397,5.03479363773482e-05,0.015952922,treatment,EtOH-T1,Pizarro et al. 2021,Negative,EtOH-T1_Pizarro et al. 2021_Negative
497,e3acd1847381805fd9cf7f67f238c142,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,unidentified,6.206000183,5.014567274,8.239454553,2.933812535,1.508271441,1.699145313,0.052735087,6.83931794062485e-05,0.020726486,0.000349222,0.027694558,treatment,EtOH-T1,Pizarro et al. 2021,Positive,EtOH-T1_Pizarro et al. 2021_Positive
498,f03dffd2e63efb9a0dbc61f7ffa6fe0a,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,0.693760036,5.986742987,-1.842501269,-8.354713891,3.299345575,-2.563835737,0.000137056,3.20478310362052e-05,0.005561004,4.57059280588693e-05,0.01589185,treatment,EtOH-T1,Pizarro et al. 2021,Negative,EtOH-T1_Pizarro et al. 2021_Negative
21,102ebfe1ea2610313d56c3442f02c3b7,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,NA,13.02652552,14.50526229,11.68885593,-2.375187303,1.490346975,-1.559502216,0.042969633,0.000393289,0.02896764,0.000558469,0.029364073,treatment,Fiberfree,Tashiro et al. 2020,Negative,Fiberfree_Tashiro et al. 2020_Negative
25,8c29c0ac4bed029ebbeb22b3935cc8bb,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,2.118195578,7.024326808,-2.228407133,-9.627692957,3.479996282,-2.751820308,0.000137056,4.79724670127066e-05,0.004707203,0,0,treatment,Fiberfree,Tashiro et al. 2020,Negative,Fiberfree_Tashiro et al. 2020_Negative
402,1db8b37913edafca869c6d415ad3aceb,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,uncultured_bacterium,4.596337827,4.272800945,5.971542034,2.067909741,0.973808428,2.126925709,0.000547999,0.08243184,1,0,0,treatment,Glrx1 KO + Standard chow,Zou et al. 2021,Positive,Glrx1 KO + Standard chow_Zou et al. 2021_Positive
404,3fee1ac813edc7f266a88f57ce26349d,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA,3.115250141,2.589807466,6.439232931,4.68826461,2.642589968,1.597421112,0.000547999,0.121484915,1,0,0,treatment,Glrx1 KO + Standard chow,Zou et al. 2021,Positive,Glrx1 KO + Standard chow_Zou et al. 2021_Positive
406,4a019c97a1e854f9d608209c2939d548,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,4.670751045,4.335854528,5.699716508,1.349467686,0.444718246,2.979752452,0.000547999,0.03124109,0.97631228,0,0,treatment,Glrx1 KO + Standard chow,Zou et al. 2021,Positive,Glrx1 KO + Standard chow_Zou et al. 2021_Positive
408,67e330de0289f13cf25c1f4ac71dbf19,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,6.24073191,3.904539817,6.780267457,2.85401071,0.833599012,1.533655503,0.000547999,0.12376248,1,0,0,treatment,Glrx1 KO + Standard chow,Zou et al. 2021,Positive,Glrx1 KO + Standard chow_Zou et al. 2021_Positive
409,71d66ceaddb03115b1c894ff4284735c,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,8.687397849,8.546803127,9.551930876,1.203567247,0.675412036,1.87397701,0.000547999,0.086336776,1,0,0,treatment,Glrx1 KO + Standard chow,Zou et al. 2021,Positive,Glrx1 KO + Standard chow_Zou et al. 2021_Positive
414,99a4ed062eaecb05baabcb9727e1dfcb,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,uncultured_bacterium,-1.395617778,-3.362568359,1.479365695,4.958012944,2.96596001,1.762081064,0.007829305,0.08193011,0.972902438,0.0046875,0.014053746,treatment,Glrx1 KO + Standard chow,Zou et al. 2021,Positive,Glrx1 KO + Standard chow_Zou et al. 2021_Positive
420,b0d5a4ec8e74ac4c6cb4ecb9406183d8,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,6.598234291,5.767806638,8.427582914,2.702622967,1.013062752,2.354213802,0.000547999,0.070387061,1,0,0,treatment,Glrx1 KO + Standard chow,Zou et al. 2021,Positive,Glrx1 KO + Standard chow_Zou et al. 2021_Positive
159,8f98fb8693ed59c21399d83ce2d10724,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,NA,6.200671094,9.412288055,-1.052916099,-10.29596728,4.174691384,-2.260471687,0.000156633,0.000473748,0.057549605,0,0,treatment,High fat,Sun et al. 2020,Negative,High fat_Sun et al. 2020_Negative
160,cfd65c7bbc3926cdc9b88c2e38bbecaa,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,6.8550602,8.264488676,5.824551718,-2.716388046,1.597236895,-1.667197109,0.0223237,0.000431202,0.060508952,0.000356935,0.039964387,treatment,High fat,Sun et al. 2020,Negative,High fat_Sun et al. 2020_Negative
427,24d85f159f2081c049be325ea9a9bdac,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,6.996946044,8.118381455,3.441110622,-4.735155277,2.703357618,-1.752482944,0.000219272,0.008271015,0.248007708,0,0,treatment,High fat chow,Zou et al. 2021,Negative,High fat chow_Zou et al. 2021_Negative
432,9d453a3d12a5fae1cf9919b180d9f4b2,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,A2,Lachnospiraceae_bacterium,2.235635349,8.689396219,-2.490489157,-10.6878782,4.585880735,-2.55994399,0.000219272,0.001033893,0.085667785,0,0,treatment,High fat chow,Zou et al. 2021,Negative,High fat chow_Zou et al. 2021_Negative
349,8f98fb8693ed59c21399d83ce2d10724,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,NA,7.223937008,4.009365262,10.24761432,6.634713257,2.446957068,2.703556016,0.000274075,0.001528794,0.160532269,0,0,treatment,MRL/MpJ,Velasco et al. 2021,Positive,MRL/MpJ_Velasco et al. 2021_Positive
350,aa18f1f0f79b19771025041b36843ee6,d__Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,10.53087487,9.919979932,11.52164408,1.406822949,0.867877765,1.662960337,0.000274075,0.036981122,0.751334779,0.001116071,0.01671627,treatment,MRL/MpJ,Velasco et al. 2021,Positive,MRL/MpJ_Velasco et al. 2021_Positive
353,cae6f8b04f88f2d69343b81346447ac2,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,uncultured_bacterium,2.370178454,-3.839267751,5.873456722,9.862585142,2.638153104,3.557924887,0.000274075,0.004571292,0.17864147,0,0,treatment,MRL/MpJ,Velasco et al. 2021,Positive,MRL/MpJ_Velasco et al. 2021_Positive
355,f92cd0973ff85c4fac46db90e3464954,d__Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,NA,10.19879485,8.621962199,11.4146904,2.597712584,1.219757449,2.347647653,0.000274075,0.005079968,0.283663649,0,0,treatment,MRL/MpJ,Velasco et al. 2021,Positive,MRL/MpJ_Velasco et al. 2021_Positive
137,1971c4a7e93ad83261ac138cd6b0c9d9,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,6.588026938,8.67352799,2.657582521,-5.974083921,3.588154457,-1.601704101,0.000137056,0.002931384,0.102184144,1.45687645687759e-05,0.000877572,treatment,Pomctm1/tm1,Sun et al. 2020,Negative,Pomctm1/tm1_Sun et al. 2020_Negative
138,26c9f4f844da09bdd5c1603be193969c,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,6.000127436,8.948974847,3.893933334,-4.809909889,2.837683686,-1.673336205,0.019533243,0.001272964,0.056054731,0.000169969,0.008504444,treatment,Pomctm1/tm1,Sun et al. 2020,Negative,Pomctm1/tm1_Sun et al. 2020_Negative
142,aa18f1f0f79b19771025041b36843ee6,d__Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,1.105126169,6.628885924,-2.10536497,-8.098207687,4.68809822,-1.747248627,0.009769648,0.000291547,0.024871092,0.000142045,0.005837132,treatment,Pomctm1/tm1,Sun et al. 2020,Negative,Pomctm1/tm1_Sun et al. 2020_Negative
143,ba14674a604faae7a83e0ab9d7151dcd,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,5.489156773,7.41501996,-0.146407248,-7.386362135,4.61097421,-1.497610344,0.015627501,0.003114145,0.108577551,0.000166327,0.008794418,treatment,Pomctm1/tm1,Sun et al. 2020,Negative,Pomctm1/tm1_Sun et al. 2020_Negative
144,cfd65c7bbc3926cdc9b88c2e38bbecaa,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,7.015509603,8.477389094,5.224426541,-3.686948529,2.120464768,-1.76190211,0.000137056,0.004315701,0.118910527,0,0,treatment,Pomctm1/tm1,Sun et al. 2020,Negative,Pomctm1/tm1_Sun et al. 2020_Negative
145,dc193a3596f5c853ac1ad51cd60c72c6,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,uncultured_bacterium,6.467169027,7.733331594,5.498833107,-2.032803743,1.298470056,-1.558628074,0.015627501,0.000491489,0.03728365,0.00025981,0.010758883,treatment,Pomctm1/tm1,Sun et al. 2020,Negative,Pomctm1/tm1_Sun et al. 2020_Negative
147,f92cd0973ff85c4fac46db90e3464954,d__Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,NA,0.855267016,4.943275985,-1.914249063,-7.125920351,4.146481813,-1.788518517,0.019533243,0.00061974,0.03647069,0.000443133,0.014692124,treatment,Pomctm1/tm1,Sun et al. 2020,Negative,Pomctm1/tm1_Sun et al. 2020_Negative
155,559bc6c3d3f46447a42fb3e99bd335b5,d__Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium,1.36254184,9.417567965,-1.863152514,-11.47252281,2.996590054,-3.797707249,0.000156633,3.33096503108993e-05,0.009420419,0,0,treatment,"Pomctm1/tm1, High fat",Sun et al. 2020,Negative,"Pomctm1/tm1, High fat_Sun et al. 2020_Negative"
157,8f98fb8693ed59c21399d83ce2d10724,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,NA,8.623301974,10.43163175,6.639621609,-3.838355485,3.253547426,-1.091606899,0.008934318,0.016167956,0.34365055,0.00019425,0.014443473,treatment,"Pomctm1/tm1, High fat",Sun et al. 2020,Negative,"Pomctm1/tm1, High fat_Sun et al. 2020_Negative"
158,e26e4b35a36e1c71a21e9f4c1e9457bb,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,NA,8.853227401,9.788459664,8.040920359,-1.943257495,1.487745204,-1.178101963,0.015628266,0.011525973,0.313559361,0.000429779,0.023400581,treatment,"Pomctm1/tm1, High fat",Sun et al. 2020,Negative,"Pomctm1/tm1, High fat_Sun et al. 2020_Negative"
110,0e93a8caa64b7a2205fbe094f21eef79,d__Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,uncultured_bacterium,5.227273516,9.707000761,4.253904772,-4.762783483,2.991264298,-1.486886383,0.0003654,0.005197703,0.441927767,0.000273164,0.03233594,treatment,Sigmodon_fulviventer_Fecal_day14_Control,Strickland et al. 2021,Negative,Sigmodon_fulviventer_Fecal_day14_Control_Strickland et al. 2021_Negative
112,6d4599b335844e307c07952014a26bac,d__Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales,uncultured_bacterium,7.202343252,8.838185878,6.588298888,-2.270097002,0.966354601,-2.306763194,0.008684135,2.13121100574278e-07,0.000410471,2.52150280228588e-06,0.004856414,treatment,Sigmodon_hispidus_Fecal_day0_Control,Strickland et al. 2021,Negative,Sigmodon_hispidus_Fecal_day0_Control_Strickland et al. 2021_Negative
39,8d38eab2c38b24f6c148059d00e838b0,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,8.69071168,5.057295207,12.4899595,5.196240887,7.357743081,0.666602197,0.237942129,2.97449819362111e-06,0.000917939,1.39265202949938e-05,0.006046671,treatment,Smad3-/-_CRC_SFB-_fecal,Wolfe et al. 2020,Positive,Smad3-/-_CRC_SFB-_fecal_Wolfe et al. 2020_Positive
40,ac1ecfccfe7157c5c56b9ad633d96f25,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,7.807744391,4.819554239,9.938419681,4.612817083,5.614603022,0.741014424,0.209099272,7.45846613636747e-11,7.70830561108368e-08,1.59031255633595e-06,0.001058081,treatment,Smad3-/-_CRC_SFB-_fecal,Wolfe et al. 2020,Positive,Smad3-/-_CRC_SFB-_fecal_Wolfe et al. 2020_Positive
41,b389fbbd736a1d40ab3b5098a7614d13,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,uncultured_Bacteroidales,7.951548796,5.651378587,9.650379017,2.966011787,6.98326289,0.475320678,0.253216918,0.000765409,0.054252625,6.00385643944792e-05,0.019365555,treatment,Smad3-/-_CRC_SFB-_fecal,Wolfe et al. 2020,Positive,Smad3-/-_CRC_SFB-_fecal_Wolfe et al. 2020_Positive
42,d0c744e148cc640857b6feda81d65470,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,NA,8.231249277,4.933291327,10.79693881,4.91603689,5.425741493,0.798783994,0.204044126,7.61867999243826e-12,1.47984356565697e-08,5.9969283154257e-07,0.000648703,treatment,Smad3-/-_CRC_SFB-_fecal,Wolfe et al. 2020,Positive,Smad3-/-_CRC_SFB-_fecal_Wolfe et al. 2020_Positive
36,58cd4c9e99b146bb0248067242fd2428,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,6.097706453,5.182758404,11.43871433,5.675333687,4.829549959,1.128861725,0.106250211,3.80933147031859e-06,0.000413997,4.8693709066859e-05,0.028738204,treatment,Smad3-/-_CRC_SFB+_fecal,Wolfe et al. 2020,Positive,Smad3-/-_CRC_SFB+_fecal_Wolfe et al. 2020_Positive
74,109d8be93136956ca2520f3ee1ed4fa9,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA,8.937802938,3.647054856,9.704170704,2.759441278,8.351250951,0.368599845,0.356200001,5.58897952621627e-07,0.000157771,4.4178783206879e-05,0.005909426,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Positive
75,1b158b8b2922d4fcad5d9cea607cbb7d,d__Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,NA,6.585872576,10.71284344,5.160207569,-3.348890784,8.755719495,-0.367721623,0.356000001,3.23788426655272e-05,0.012262062,1.90906159190322e-05,0.005758653,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Negative
77,26c9f4f844da09bdd5c1603be193969c,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,12.74724867,13.39779307,12.31166381,-0.97628887,2.910730848,-0.283753197,0.361327735,0.004209413,0.480651894,3.23937293161859e-05,0.008878662,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Negative
82,392aa3c45e128c7432f91b3de84541f6,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,7.342610281,8.640759733,6.574671909,-1.602187444,4.674769779,-0.318091613,0.350129975,1.71886073955969e-05,0.006431764,8.14833269041811e-06,0.003035958,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Negative
83,41e0baafeaf6b2ca88b4be67ab9d00a5,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,8.163617477,3.685140919,9.807428863,3.236415458,8.744460169,0.378863358,0.329400001,2.80232497545175e-06,0.000509436,6.88479044250198e-07,0.000275816,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Positive
84,42813a7ac2260688d1e5def012a3bf78,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,13.53095481,13.95108712,13.16952622,-0.82231071,2.720845381,-0.263987859,0.365526895,0.00363711,0.478346053,0.000102928,0.024487179,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Negative
86,508524d40fa1145d6023b5a43a013f4c,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,NA,12.42947122,13.30672785,11.9924581,-1.138106979,2.269092182,-0.443028889,0.299740053,4.27568557897773e-05,0.013056459,2.26305097925095e-09,3.17426334243975e-06,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Negative
89,892491fdeb936adbcff225e26ae6c5df,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_FCS020_group,uncultured_bacterium,4.473836815,2.235618194,8.104556427,2.836785643,8.359842563,0.347772179,0.337932414,3.35313624775125e-05,0.003512905,9.74537614683388e-06,0.001686502,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Positive
91,8d38eab2c38b24f6c148059d00e838b0,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,8.487402256,2.945226384,12.00018067,5.140127377,9.323685489,0.574585534,0.260747851,2.24030020833504e-11,4.89126332306755e-08,1.5832935773064e-12,4.07856425514129e-09,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Positive
92,8f98fb8693ed59c21399d83ce2d10724,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,NA,14.45942366,15.1001919,13.98789539,-0.989819955,2.352423722,-0.359503439,0.327734454,0.000230604,0.07235129,1.28911783371308e-07,0.000109727,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Negative
96,a8755d2daad093cbe6c9c04b7927bbbd,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,13.05487118,13.61934426,12.76445854,-0.843604486,2.422883442,-0.235183019,0.349530095,0.591894691,1,9.90444981560645e-06,0.003532869,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Negative
97,b389fbbd736a1d40ab3b5098a7614d13,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,uncultured_Bacteroidales,8.31760001,5.145884818,9.386684361,1.918000259,7.937250833,0.273826269,0.338732254,5.54271296484297e-05,0.005246682,3.4753211856295e-06,0.000822204,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Positive
101,cfd65c7bbc3926cdc9b88c2e38bbecaa,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,11.86141541,6.949565254,12.79524682,1.924976089,8.839639072,0.245670862,0.363,5.17282779719401e-05,0.005373259,0.000134549,0.015411701,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Positive
105,df45ff114fca650e2150e761e33d947f,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,13.18060871,12.2127397,13.69531849,1.185042228,8.342265554,0.156297334,0.370525895,0.00092166,0.055671106,0.000114431,0.013585627,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Positive
106,eea9d4560d90d55952777c49fe0db3d2,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,10.72975074,11.34759621,9.97944224,-1.535901196,3.799598392,-0.312797501,0.293741253,6.44925026750676e-09,1.66132686890974e-05,1.8847859020038e-09,3.09714595460309e-06,treatment,Smad3-/-_healthy_SFB-_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB-_fecal_Wolfe et al. 2020_Negative
49,4a019c97a1e854f9d608209c2939d548,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,11.7714945,12.48745154,11.56970008,-0.967578008,2.248955015,-0.304248005,0.324617349,0.209517107,0.999592262,0.000227643,0.039716684,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Negative
51,4ffd9eabb0867f7a4b3326d4f5439501,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,NA,7.379664908,8.849529111,6.873333682,-1.985153062,3.173403073,-0.508941912,0.259566329,8.81425960327174e-05,0.0175636,1.8689033717996e-07,9.50853051960537e-05,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Negative
52,508524d40fa1145d6023b5a43a013f4c,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,NA,11.2191625,12.12649518,10.8980202,-1.203601971,1.85827041,-0.559212203,0.224737013,7.57628926126991e-07,0.000480118,6.25607585354182e-09,7.24115576557679e-06,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Negative
54,551c50d2cb548ec954b999d2bf9b5017,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,uncultured_bacterium,7.164423023,9.007899995,6.431200037,-2.685486619,3.430586524,-0.696380112,0.196747453,2.30076027674109e-12,5.4482003353229e-09,2.79342146636274e-10,6.61482203234698e-07,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Negative
55,58cd4c9e99b146bb0248067242fd2428,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,9.313423198,6.414843258,10.03185091,3.415702038,3.732322584,0.784221875,0.159387956,9.86669535562676e-08,0.000157592,1.4893251303834e-12,1.76336095437395e-09,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Positive
56,6c5d5533b2e2bb0f16c28448f394d583,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,A2,NA,10.12355476,8.625446752,10.57450392,1.544501788,3.561096387,0.306366961,0.313137757,0.079389263,1,8.03004053367533e-05,0.011081166,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Positive
57,71d66ceaddb03115b1c894ff4284735c,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,8.828195477,9.500905389,8.594644034,-0.848064907,1.283085491,-0.481499648,0.235575394,0.085804011,0.83384584,5.82889141381021e-08,3.95924291528164e-05,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Negative
60,7a1a5bc15de5d06ccdb59fcb8de4850d,d__Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,unidentified,11.04905026,10.21026902,11.22554518,1.053856003,2.593891193,0.312383891,0.328125002,0.004659793,0.363707048,0.000461333,0.048166603,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Positive
